Unnamed: 0,recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,cuisine_path,nutrition,timing,img_src
236,Mamma K's Fig Preserves with a Twist,30 mins,35 mins,2 hrs 5 mins,36,3 1-pint jars,"3 cups fresh figs, stemmed and quartered, 3 cups white sugar, 1  lemon, thinly sliced and seeds removed, 2 (3 ounce) packages strawberry-flavored Jell-O® mix, 3  1-pint canning jars with lids and rings, or as needed","Mix figs, sugar, lemon slices, and strawberry gelatin in a large pot. Let stand for 1 hour. Bring to a boil and cook over medium heat, stirring often to prevent burning, until foam has disappeared and the preserves are thickened, 25 to 40 minutes.
Sterilize jars and lids in boiling water for at least 5 minutes. Pack the fig preserves into the hot, sterilized jars, filling the jars to within 1/4 inch of the top. Run a knife or a thin spatula around the insides of the jars after they have been filled to remove any air bubbles. Wipe the rims of the jars with a moist paper towel to remove any food residue. Top with lids, and screw on rings.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil and lower jars into the boiling water using a holder. Leave a 2-inch space between the jars. Pour in more boiling water if necessary to bring the water level to at least 1 inch above the tops of the jars. Bring the water to a rolling boil, cover the pot, and process for 10 minutes.
Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart, until cool. Once cool, press the top of each lid with a finger, ensuring that the seal is tight (lid does not move up or down at all). Store in a cool, dark area, and wait at least 2 days before opening.",5.0,https://www.allrecipes.com/recipe/228522/mamma-ks-fig-preserves-with-a-twist/,/Side Dish/Sauces and Condiments/Canning and Preserving Recipes/Jams and Jellies Recipes/,"Total Fat 0g 0%, Sodium 19mg 1%, Total Carbohydrate 24g 9%, Dietary Fiber 1g 2%, Total Sugars 23g, Protein 1g, Vitamin C 3mg 13%, Calcium 7mg 1%, Iron 0mg 1%, Potassium 37mg 1%","Prep Time: 30 mins, Cook Time: 35 mins, Additional Time: 1 hrs, Total Time: 2 hrs 5 mins, Servings: 36, Yield: 3 1-pint jars",https://www.allrecipes.com/thmb/C_cDW67hf5BqgrCypxmOFFdJRCI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1904563-fc63a8540861450dac5a71af0097a4a3.jpg
238,Fresh Fig and Prosciutto Pasta Sauce,10 mins,10 mins,20 mins,4,4 servings,"2 tablespoons butter, 2 tablespoons all-purpose flour, ½ teaspoon salt, 1 cup milk, 6 thin slices  prosciutto, cut into thin strips, 6  fresh figs, stemmed and quartered, 1 tablespoon lemon zest, ¼ teaspoon lemon pepper seasoning, or to taste","Heat butter in a saucepan over low heat; gradually stir flour into melted butter until smooth and bubbly, 2 to 4 minutes. Add salt; stir to combine. Remove from heat; gradually stir in milk until smooth.
Return white sauce to stovetop; bring to a boil. Reduce heat and simmer over low heat.
Cook and stir prosciutto and figs in a non-stick pan over medium heat until warm, about 5 minutes. Stir lemon zest and lemon pepper seasoning into the white sauce. Serve figs and prosciutto atop sauce.",3.9,https://www.allrecipes.com/recipe/228556/fresh-fig-and-prosciutto-pasta-sauce/,/Sauces and Condiments/Sauces/Pasta Sauces/Creamy/,"Total Fat 11g 14%, Saturated Fat 6g 29%, Cholesterol 30mg 10%, Sodium 592mg 26%, Total Carbohydrate 21g 7%, Dietary Fiber 2g 9%, Total Sugars 15g, Protein 5g, Vitamin C 4mg 18%, Calcium 102mg 8%, Iron 1mg 3%, Potassium 274mg 6%","Prep Time: 10 mins, Cook Time: 10 mins, Total Time: 20 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/FwOOO6OLAgN6esIAoeabFCIMKWg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1992301-a6d9ff2eb15e4cb8953f4b9eb41a4603.jpg
240,Fig and Whiskey Cupcakes,30 mins,15 mins,1 hrs 45 mins,12,12 cupcakes,"½ cup fresh figs, finely chopped, ½ cup whiskey, 1 ⅔ cups all-purpose flour, 1 teaspoon baking powder, ½ teaspoon baking soda, ½ teaspoon salt, ½ teaspoon ground cinnamon, ¼ teaspoon cream of tartar, ⅛ teaspoon ground cloves, ½ cup white sugar, ⅓ cup vegetable oil, ¼ cup brown sugar, 1  egg, ½ cup buttermilk, 1 teaspoon vanilla extract","Soak figs in whiskey in a bowl for at least 30 minutes.
Preheat the oven to 350 degrees F (175 degrees C). Line a 12-cup muffin tin with paper liners.
Combine flour, baking powder, baking soda, salt, cinnamon, cream of tartar, and cloves in a bowl.
Blend white sugar, oil, and brown sugar together in a separate bowl using an electric mixer. Add egg and mix until creamy. Mix in buttermilk and vanilla extract. Reserve 1 tablespoon of fig mixture for frosting, and mix remainder into batter. Beat in flour mixture until just combined.
Spoon batter into the prepared muffin cups, filling each 2/3 full.
Bake in the preheated oven until a toothpick inserted into the center of a cupcake comes out clean, 15 to 20 minutes. Remove from the oven and transfer to wire racks to cool completely, about 30 minutes.
Beat cream cheese and shortening together in a bowl using an electric mixer until creamy. Add powdered sugar slowly, 1 cup at a time, until creamy. Add vanilla extract. Slowly drizzle in reserved fig mixture; mix frosting until combined.
Pipe frosting onto cooled cupcakes.",4.5,https://www.allrecipes.com/recipe/276835/fig-and-whiskey-cupcakes/,/Desserts/Fruit Desserts/Fig Dessert Recipes/,"Total Fat 26g 33%, Saturated Fat 9g 43%, Cholesterol 35mg 12%, Sodium 264mg 11%, Total Carbohydrate 81g 29%, Dietary Fiber 1g 3%, Total Sugars 66g, Protein 4g, Vitamin C 0mg 2%, Calcium 62mg 5%, Iron 1mg 7%, Potassium 97mg 2%","Prep Time: 30 mins, Cook Time: 15 mins, Additional Time: 1 hrs, Total Time: 1 hrs 45 mins, Servings: 12, Yield: 12 cupcakes",https://www.allrecipes.com/thmb/3U9F7ZyfVcUxrBsgP9jfjldVDXM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1508436-2ef08cd297f64ad6aa7fece764e7a7e1.jpg
242,Arugula-Fig Salad with Creamy Gorgonzola,15 mins,,15 mins,6,6 servings,"¼ cup extra-virgin olive oil, 2 tablespoons lemon juice, 1 tablespoon orange blossom water, or more to taste, 1 tablespoon orange juice, 1 teaspoon grated orange zest","Combine olive oil, lemon juice, orange blossom water, orange juice, and orange zest in a glass jar and shake dressing until emulsified.
Arrange arugula on a salad platter, place figs on top, then top with Gorgonzola cheese and scatter the crushed pistachios over to garnish. Season with salt and pepper. Pour the dressing over the salad and serve immediately.",5.0,https://www.allrecipes.com/recipe/280567/arugula-fig-salad-with-creamy-gorgonzola/,/Salad/Green Salad Recipes/Arugula Salad Recipes/,"Total Fat 16g 20%, Saturated Fat 4g 21%, Cholesterol 15mg 5%, Sodium 219mg 10%, Total Carbohydrate 9g 3%, Dietary Fiber 2g 6%, Total Sugars 6g, Protein 5g, Vitamin C 7mg 34%, Calcium 115mg 9%, Iron 1mg 7%, Potassium 192mg 4%","Prep Time: 15 mins, Total Time: 15 mins, Servings: 6, Yield: 6 servings",https://www.allrecipes.com/thmb/y_CbtM8oeMsVXsP7NpZyjVmorzE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8163234-aa79a0116b2740c790f507d7f6424e52.jpg
244,Slow Cooker Cranberry Fig Pork,10 mins,4 hrs 10 mins,4 hrs 20 mins,4,4 servings,"4 (4 ounce) pork chops, 1 cup frozen cranberries, 3  canned figs, 1/4 cup juice reserved, ½ cup apple juice, 2 tablespoons brown sugar, ¼ teaspoon salt, ¼ teaspoon ground black pepper, ¼ teaspoon dried rosemary","Heat a skillet over medium-high heat. Sear pork chops in the hot skillet until lightly browned, about 1 minute per side. Transfer seared pork chops to the slow cooker.
Combine cranberries, figs, reserved fig juice, apple juice, brown sugar, salt, black pepper, and rosemary in a saucepan; bring to a boil. Pour cranberry mixture over pork chops.
Cook on High for 4 hours.",4.5,https://www.allrecipes.com/recipe/234391/slow-cooker-cranberry-fig-pork/,/Main Dishes/Pork/Pork Chop Recipes/,"Total Fat 4g 6%, Saturated Fat 2g 8%, Cholesterol 36mg 12%, Sodium 170mg 7%, Total Carbohydrate 17g 6%, Dietary Fiber 2g 6%, Total Sugars 14g, Protein 15g, Vitamin C 4mg 22%, Calcium 29mg 2%, Iron 1mg 4%, Potassium 301mg 6%","Prep Time: 10 mins, Cook Time: 4 hrs 10 mins, Total Time: 4 hrs 20 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/zPfWRxCUcjGXu6ZNl7ul5sT-wP8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5755321-3c11a31edbe342c6bd5946429cd6eed9.jpg
246,Simple Cantaloupe Smoothie,10 mins,,10 mins,1,1 smoothie,"1 cup vanilla yogurt (such as Dannon® Light and Fit®), ½ cup orange juice, ½ cup sliced cantaloupe, 4  ice cubes, crushed, or as needed","Blend yogurt, orange juice, cantaloupe, and ice cubes in a blender until smooth, about 30 seconds.",4.7,https://www.allrecipes.com/recipe/238339/simple-cantaloupe-smoothie/,/Drinks Recipes/Smoothie Recipes/Orange/,"Total Fat 4g 4%, Saturated Fat 2g 10%, Cholesterol 12mg 4%, Sodium 178mg 8%, Total Carbohydrate 53g 19%, Dietary Fiber 1g 3%, Total Sugars 50g, Protein 14g, Vitamin C 93mg 467%, Calcium 442mg 34%, Iron 1mg 3%, Potassium 999mg 21%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 1, Yield: 1 smoothie",https://www.allrecipes.com/thmb/q3ceS6BCGDtgXIXkhnUxwtC32lk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1221609-2f1489bc6ec24e39842465b25a76ee23.jpg
248,Watermelon Ice Pops,10 mins,,2 hrs 10 mins,6,6 ice pops,"1 ½ cups watermelon, seeded and diced, ½ cup water, 1 tablespoon honey, 1 tablespoon fresh lemon juice, 1 tablespoon white sugar","Blend watermelon, water, honey, lemon juice, and sugar together in a blender until smooth. Pour mixture into ice pop molds and freeze until solid, about 2 hours.
Run hot water over ice pop molds for a few seconds to unmold.",4.7,https://www.allrecipes.com/recipe/242400/watermelon-ice-pops/,/Desserts/Frozen Dessert Recipes/Popsicle Recipes/,"Total Fat 0g 0%, Sodium 1mg 0%, Total Carbohydrate 8g 3%, Dietary Fiber 0g 1%, Total Sugars 7g, Protein 0g, Vitamin C 4mg 21%, Calcium 4mg 0%, Iron 0mg 1%, Potassium 48mg 1%","Prep Time: 10 mins, Additional Time: 2 hrs, Total Time: 2 hrs 10 mins, Servings: 6, Yield: 6 ice pops",https://www.allrecipes.com/thmb/zRShDuxEmqnlNukwYY1OW5eIxqk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2271994-f8cedbf0cf16402d9e5319fa84bb982c.jpg
250,Melon Smoothie,5 mins,,5 mins,4,4 servings,"¼  cantaloupe - peeled, seeded and cubed, ¼  honeydew melon - peeled, seeded and cubed, 1  lime, juiced, 2 tablespoons sugar","In a blender, combine cantaloupe, honeydew, lime juice and sugar. Blend until smooth. Pour into glasses and serve.",4.5,https://www.allrecipes.com/recipe/32450/melon-smoothie/,/Drinks Recipes/Smoothie Recipes/,"Total Fat 0g 0%, Saturated Fat 0g 1%, Sodium 20mg 1%, Total Carbohydrate 18g 7%, Dietary Fiber 1g 5%, Total Sugars 16g, Protein 1g, Vitamin C 32mg 160%, Calcium 14mg 1%, Iron 0mg 2%, Potassium 292mg 6%","Prep Time: 5 mins, Total Time: 5 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/fYxUu453NnTl5dAZlweMmvFPLrM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/14238-3677ab96cf16492b8e21311e73edd729.jpg
252,Simple Watermelon Sorbet,10 mins,5 mins,2 hrs 45 mins,8,8 servings,"1 cup white sugar, ½ cup water, ¼ cup lemon juice, 3 cups cubed seeded watermelon","Combine sugar, water, and lemon juice in a saucepan over medium heat; cook and stir until sugar is dissolved, about 5 minutes. Remove from heat and refrigerate until cooled, about 30 minutes.
Blend watermelon in a blender or food processor until pureed. Stir pureed watermelon into sugar mixture. Transfer watermelon mixture to an ice cream maker and freeze according to manufacturer's instructions.",4.7,https://www.allrecipes.com/recipe/233892/simple-watermelon-sorbet/,/Desserts/Frozen Dessert Recipes/Sorbet Recipes/,"Total Fat 0g 0%, Sodium 1mg 0%, Total Carbohydrate 30g 11%, Dietary Fiber 0g 1%, Total Sugars 29g, Protein 0g, Vitamin C 8mg 41%, Calcium 5mg 0%, Iron 0mg 1%, Potassium 74mg 2%","Prep Time: 10 mins, Cook Time: 5 mins, Additional Time: 2 hrs 30 mins, Total Time: 2 hrs 45 mins, Servings: 8, Yield: 8 servings",https://www.allrecipes.com/thmb/tY30a7BmWIEBqk7H82ic38rp35o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1264832-a17068dcae944e46998e9354d21387a8.jpg
254,Refreshing Watermelon Salad,20 mins,,20 mins,15,15 servings,"3 tablespoons lime juice, 1 cup sliced red onion, cut lengthwise, 15 cups cubed watermelon, 3 cups cubed English cucumber, 1 (8 ounce) package feta cheese, crumbled, ½ cup chopped fresh cilantro,   cracked black pepper,   sea salt","In a small bowl, pour lime juice over red onions. Allow to marinate while assembling the salad.
Gently combine the watermelon, cucumber, feta cheese, and cilantro in a large bowl. Season with black pepper. Toss watermelon salad with marinated onions and season with sea salt just before serving.











CookinBug
",4.5,https://www.allrecipes.com/recipe/111853/refreshing-watermelon-salad/,/Salad/Fruit Salad Recipes/Watermelon Salad Recipes/,"Total Fat 4g 4%, Saturated Fat 2g 12%, Cholesterol 14mg 5%, Sodium 182mg 8%, Total Carbohydrate 14g 5%, Dietary Fiber 1g 4%, Total Sugars 11g, Protein 3g, Vitamin C 15mg 75%, Calcium 93mg 7%, Iron 1mg 3%, Potassium 243mg 5%","Prep Time: 20 mins, Total Time: 20 mins, Servings: 15, Yield: 15 servings",https://www.allrecipes.com/thmb/KG-Q563UA5d3alIiuUxtXRfQDqA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/671056-refreshing-watermelon-salad-CookinBug-1x1-1-d9cdf304db2e4ee795fba3c9b386e8a1.jpg
256,Spicy Watermelon,10 mins,,10 mins,2,2 servings,"¼ teaspoon ground cumin, ¼ teaspoon ground coriander, ¼ teaspoon chili powder, ¼ teaspoon salt, ⅛ teaspoon cayenne pepper, 2 cups cubed seeded watermelon, ½  lime, juiced","Mix cumin, coriander, chili powder, salt, and cayenne pepper together in a bowl.
Place watermelon into serving bowls; sprinkle with spice mixture. Squeeze lime juice over spiced watermelon.",4.1,https://www.allrecipes.com/recipe/233285/spicy-watermelon/,/Salad/Fruit Salad Recipes/,"Total Fat 0g 1%, Sodium 296mg 13%, Total Carbohydrate 13g 5%, Dietary Fiber 1g 3%, Total Sugars 10g, Protein 1g, Vitamin C 16mg 78%, Calcium 18mg 1%, Iron 1mg 3%, Potassium 195mg 4%","Prep Time: 10 mins, Total Time: 10 mins, Servings: 2, Yield: 2 servings",https://www.allrecipes.com/thmb/_y4JbVUzJ8sWCLCcMahAoV9t-ug=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2367355-d2e13329525b4dd798711a7e2a2ed64f.jpg
258,Watermelon Caprese Appetizer,30 mins,,30 mins,4,4 servings,"3 sprigs fresh basil, stems removed, 1 small watermelon, fruit removed with a melon baller, 1 (8 ounce) package fresh mozzarella cheese, cut into small pieces, 2 tablespoons olive oil, 2 tablespoons balsamic vinegar,   salt and ground black pepper to taste","Trim basil leaves into small circles about 1 inch in diameter.
Thread watermelon and mozzarella cheese on toothpicks, sandwiching a basil leaf in between. Arrange on a serving plate.
Pour olive oil and balsamic vinegar over toothpicks. Sprinkle salt and black pepper on top.









",4.8,https://www.allrecipes.com/recipe/254419/watermelon-caprese-appetizer/,/Appetizers and Snacks/Antipasto Recipes/,"Total Fat 20g 25%, Saturated Fat 9g 46%, Cholesterol 45mg 15%, Sodium 125mg 5%, Total Carbohydrate 28g 10%, Dietary Fiber 1g 5%, Total Sugars 24g, Protein 12g, Vitamin C 28mg 142%, Calcium 357mg 27%, Iron 1mg 8%, Potassium 399mg 8%","Prep Time: 30 mins, Total Time: 30 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/BZOAS40NMe-SJRCCej8IYd57mVE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5472582-864b7d797f494eb1998ccf461277edae.jpg
260,Watermelon and Feta Salad with Arugula and Spinach,20 mins,,20 mins,4,8 cups,"3 tablespoons extra-virgin olive oil, 2 teaspoons white balsamic vinegar, ½ teaspoon kosher salt, 2 cups arugula, 2 cups baby spinach leaves, 1 cup thinly sliced red onion, 1 cup grape tomatoes, halved, ½ cup crumbled feta cheese, 2 cups bite sized watermelon chunks","Whisk the olive oil, white balsamic vinegar, and salt together in a small bowl; set aside.
Combine the arugula, spinach, onions, and tomatoes in a large salad bowl. Drizzle the vinaigrette over the salad mixture; toss to coat. Add the feta cheese and watermelon to serve.",4.7,https://www.allrecipes.com/recipe/218557/watermelon-and-feta-salad-with-arugula-and-spinach/,/Salad/Green Salad Recipes/Spinach Salad Recipes/,"Total Fat 15g 19%, Saturated Fat 4g 22%, Cholesterol 17mg 6%, Sodium 470mg 20%, Total Carbohydrate 12g 4%, Dietary Fiber 2g 6%, Total Sugars 7g, Protein 5g, Vitamin C 21mg 106%, Calcium 138mg 11%, Iron 1mg 6%, Potassium 346mg 7%","Prep Time: 20 mins, Total Time: 20 mins, Servings: 4, Yield: 8 cups",https://www.allrecipes.com/thmb/f3o0ja2Omkq2n_DJRsb0ybajqP4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/826523-0d28ff081bc545d1b7098a4ceb3a524d.jpg
262,Jewel's Watermelon Margaritas,10 mins,5 mins,45 mins,4,4 servings,"½ cup white sugar, ½ cup water, 3 strips orange zest, 2 cups cubed seeded watermelon, ¾ cup white tequila, ¼ cup lime juice, 1 pinch salt or sugar for rimming glasses, 1  lime, cut into wedges, 2 cups crushed ice, or as needed","Bring 1/2 cup sugar, water, and orange zest in a small saucepan to boil, stirring constantly. Simmer until sugar is dissolved, about 3 minutes. Remove simple syrup from heat and allow to cool completely.
Place watermelon in a blender or food processor. Pulse until pureed.
Stir watermelon puree into a large pitcher with simple syrup, tequila, and lime juice.
Place a small amount of salt or sugar into a saucer. Rub edge of margarita glasses with a lime wedge to moisten. Lightly dip the rim of the glass into the saucer to rim the glass; tap off excess salt or sugar.
Fill rimmed glasses with crushed ice; pour margarita mixture into glasses and garnish with lime wedges to serve.











France C
",4.7,https://www.allrecipes.com/recipe/221229/jewels-watermelon-margaritas/,/Drinks Recipes/Cocktail Recipes/Tequila Drinks Recipes/,"Total Fat 0g 0%, Sodium 42mg 2%, Total Carbohydrate 38g 14%, Dietary Fiber 2g 9%, Total Sugars 30g, Protein 1g, Vitamin C 36mg 180%, Calcium 38mg 3%, Iron 0mg 2%, Potassium 154mg 3%","Prep Time: 10 mins, Cook Time: 5 mins, Additional Time: 30 mins, Total Time: 45 mins, Servings: 4, Yield: 4 servings",https://www.allrecipes.com/thmb/yEqFh1NVWXwNk9qDR75NTakpkeo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5622224-jewels-watermelon-margaritas-France-C-1x1-1-19836febede04bba8be68cd0c7802d73.jpg
